08-06-2023 19:51:49 RAM 2147/30623MB (lfb 5890x4MB) SWAP 0/15311MB (cached 0MB) CPU [2%@730,1%@730,0%@727,0%@728,1%@742,1%@728,0%@729,1%@727,1%@729,0%@729,1%@729,0%@729] EMC_FREQ 8%@204 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@46.718C Tdiode@35.75C SOC2@43C SOC0@43.875C CV1@-256C GPU@41.406C SOC1@43.25C CV2@-256C VDD_GPU_SOC 4757mW/4757mW VDD_CPU_CV 792mW/792mW VIN_SYS_5V0 3611mW/3611mW NC 0mW/0mW VDDQ_VDD2_1V8AO 702mW/702mW NC 0mW/0mW
08-06-2023 19:51:50 RAM 2147/30623MB (lfb 5890x4MB) SWAP 0/15311MB (cached 0MB) CPU [2%@2129,0%@728,0%@729,1%@729,0%@737,0%@729,0%@727,0%@720,1%@729,0%@728,0%@729,0%@729] EMC_FREQ 3%@204 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@46.812C Tdiode@35.75C SOC2@42.937C SOC0@43.718C CV1@-256C GPU@41.218C SOC1@43.25C CV2@-256C VDD_GPU_SOC 4757mW/4757mW VDD_CPU_CV 792mW/792mW VIN_SYS_5V0 3617mW/3614mW NC 0mW/0mW VDDQ_VDD2_1V8AO 703mW/702mW NC 0mW/0mW
08-06-2023 19:51:51 RAM 2125/30623MB (lfb 5890x4MB) SWAP 0/15311MB (cached 0MB) CPU [9%@729,5%@729,4%@728,8%@728,10%@2196,6%@2193,9%@2194,6%@2193,5%@733,8%@743,8%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@47.968C Tdiode@35.75C SOC2@43.187C SOC0@43.781C CV1@-256C GPU@41.5C SOC1@43.312C CV2@-256C VDD_GPU_SOC 4757mW/4757mW VDD_CPU_CV 2377mW/1320mW VIN_SYS_5V0 4220mW/3816mW NC 0mW/0mW VDDQ_VDD2_1V8AO 904mW/769mW NC 0mW/0mW
08-06-2023 19:51:52 RAM 2121/30623MB (lfb 5890x4MB) SWAP 0/15311MB (cached 0MB) CPU [1%@730,0%@730,0%@730,0%@729,0%@731,1%@738,0%@729,0%@736,1%@730,0%@731,0%@730,0%@730] EMC_FREQ 3%@204 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@46.656C Tdiode@35.75C SOC2@43C SOC0@43.843C CV1@-256C GPU@41.437C SOC1@43.218C CV2@-256C VDD_GPU_SOC 4757mW/4757mW VDD_CPU_CV 792mW/1188mW VIN_SYS_5V0 3611mW/3764mW NC 0mW/0mW VDDQ_VDD2_1V8AO 702mW/752mW NC 0mW/0mW
08-06-2023 19:51:53 RAM 2121/30623MB (lfb 5890x4MB) SWAP 0/15311MB (cached 0MB) CPU [0%@1430,0%@729,0%@729,0%@731,0%@730,0%@724,0%@729,0%@730,0%@728,1%@730,2%@729,0%@735] EMC_FREQ 1%@204 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@46.968C Tdiode@36C SOC2@43C SOC0@43.937C CV1@-256C GPU@41.593C SOC1@43.218C CV2@-256C VDD_GPU_SOC 4757mW/4757mW VDD_CPU_CV 792mW/1109mW VIN_SYS_5V0 3611mW/3734mW NC 0mW/0mW VDDQ_VDD2_1V8AO 702mW/742mW NC 0mW/0mW
08-06-2023 19:51:54 RAM 2121/30623MB (lfb 5890x4MB) SWAP 0/15311MB (cached 0MB) CPU [1%@737,0%@765,0%@729,0%@732,0%@730,0%@735,0%@729,0%@729,0%@729,0%@731,0%@729,0%@704] EMC_FREQ 0%@204 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@46.875C Tdiode@36C SOC2@43C SOC0@43.875C CV1@-256C GPU@41.406C SOC1@43.437C CV2@-256C VDD_GPU_SOC 4757mW/4757mW VDD_CPU_CV 792mW/1056mW VIN_SYS_5V0 3611mW/3713mW NC 0mW/0mW VDDQ_VDD2_1V8AO 702mW/735mW NC 0mW/0mW
08-06-2023 19:51:55 RAM 2123/30623MB (lfb 5890x4MB) SWAP 0/15311MB (cached 0MB) CPU [3%@2192,0%@728,0%@729,0%@734,0%@729,0%@728,0%@724,1%@730,1%@729,0%@729,0%@730,0%@729] EMC_FREQ 0%@204 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@47.156C Tdiode@35.75C SOC2@42.968C SOC0@43.75C CV1@-256C GPU@41.093C SOC1@43.218C CV2@-256C VDD_GPU_SOC 4757mW/4757mW VDD_CPU_CV 792mW/1018mW VIN_SYS_5V0 3617mW/3699mW NC 0mW/0mW VDDQ_VDD2_1V8AO 702mW/731mW NC 0mW/0mW
08-06-2023 19:51:56 RAM 2121/30623MB (lfb 5890x4MB) SWAP 0/15311MB (cached 0MB) CPU [1%@2193,1%@729,0%@728,0%@729,0%@729,0%@718,0%@685,0%@729,0%@726,0%@744,0%@729,0%@724] EMC_FREQ 0%@204 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@46.75C Tdiode@35.75C SOC2@42.906C SOC0@43.812C CV1@-256C GPU@41.437C SOC1@43.281C CV2@-256C VDD_GPU_SOC 4757mW/4757mW VDD_CPU_CV 792mW/990mW VIN_SYS_5V0 3623mW/3690mW NC 0mW/0mW VDDQ_VDD2_1V8AO 703mW/727mW NC 0mW/0mW
08-06-2023 19:51:57 RAM 2121/30623MB (lfb 5890x4MB) SWAP 0/15311MB (cached 0MB) CPU [0%@2109,0%@729,0%@729,0%@729,0%@697,0%@729,0%@763,0%@729,0%@692,0%@729,0%@738,0%@728] EMC_FREQ 0%@204 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@47C Tdiode@35.75C SOC2@43.062C SOC0@43.968C CV1@-256C GPU@41.312C SOC1@43.218C CV2@-256C VDD_GPU_SOC 4757mW/4757mW VDD_CPU_CV 792mW/968mW VIN_SYS_5V0 3617mW/3682mW NC 0mW/0mW VDDQ_VDD2_1V8AO 702mW/724mW NC 0mW/0mW
08-06-2023 19:51:58 RAM 2120/30623MB (lfb 5890x4MB) SWAP 0/15311MB (cached 0MB) CPU [2%@729,0%@729,0%@712,0%@729,0%@729,1%@758,0%@728,0%@729,0%@724,0%@694,0%@732,0%@730] EMC_FREQ 0%@204 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@47.156C Tdiode@35.75C SOC2@43.031C SOC0@43.75C CV1@-256C GPU@41.437C SOC1@43.312C CV2@-256C VDD_GPU_SOC 4757mW/4757mW VDD_CPU_CV 792mW/950mW VIN_SYS_5V0 3611mW/3674mW NC 0mW/0mW VDDQ_VDD2_1V8AO 702mW/722mW NC 0mW/0mW
08-06-2023 19:51:59 RAM 2121/30623MB (lfb 5890x4MB) SWAP 0/15311MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,2%@731,0%@730,0%@729,0%@729,1%@729,1%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@47.187C Tdiode@35.75C SOC2@43C SOC0@43.937C CV1@-256C GPU@41.343C SOC1@43.218C CV2@-256C VDD_GPU_SOC 4757mW/4757mW VDD_CPU_CV 792mW/936mW VIN_SYS_5V0 3611mW/3669mW NC 0mW/0mW VDDQ_VDD2_1V8AO 702mW/720mW NC 0mW/0mW
