timestamp,ram_used_mb,ram_size_mb,largest_free_blocks,lfb_size_mb,swap_mb,swap_size_mb,cached_mb,cpu_0_load,cpu_1_load,cpu_2_load,cpu_3_load,cpu_4_load,cpu_5_load,cpu_6_load,cpu_7_load,cpu_8_load,cpu_9_load,cpu_10_load,cpu_11_load,cpu_0_freq,cpu_1_freq,cpu_2_freq,cpu_3_freq,cpu_4_freq,cpu_5_freq,cpu_6_freq,cpu_7_freq,cpu_8_freq,cpu_9_freq,cpu_10_freq,cpu_11_freq,EMC_%bandwidth,EMC_freq_mhz,gr3d_%bandwidth,gr3d_freq_mhz,gr3d2_%bandwidth,gr3d2_freq_mhz,nvjpg1,vic_freq,ape,CV0,CPU,Tdiode,SOC2,SOC0,CV1,GPU,SOC1,CV2,VDD_GPU_SOC_current,VDD_GPU_SOC_avg,VDD_CPU_CV_current,VDD_CPU_CV_avg,VIN_SYS_5V0_current,VIN_SYS_5V0_avg,NC_current,NC_avg,VDDQ_VDD2_1V8AO_current,VDDQ_VDD2_1V8AO_avg,NC_current.1,NC_avg.1,tegra
2023-09-19 22:19:33,5039,30623,572,4,615,15311,4,2,0,0,0,0,0,0,0,0,0,0,0,2193,729,729,752,729,729,729,726,729,728,729,728,8,204,0,114,0,114,729,729,233,-256,47.875,36.75,43.875,44.937,-256,42.031,46.0,-256,4.757,4757,0.792,792,4.83,4830,0,0,0.704,704,0,0,11.083
2023-09-19 22:19:34,5039,30623,572,4,615,15311,4,0,0,0,0,0,0,0,0,0,0,0,0,729,729,729,729,733,732,728,730,730,726,728,729,3,204,0,114,0,114,729,729,233,-256,47.625,36.75,43.812,44.781,-256,42.125,45.75,-256,4.757,4757,0.792,792,4.73,4780,0,0,0.704,704,0,0,11.024176470588236
2023-09-19 22:19:35,5034,30623,572,4,615,15311,4,0,0,0,0,0,0,0,0,0,0,0,1,738,725,729,729,729,729,730,729,699,727,729,730,1,204,0,114,0,114,729,729,233,-256,47.5,36.5,43.75,44.718,-256,41.843,45.718,-256,4.755,4756,0.792,792,4.73,4763,0,0,0.704,704,0,0,11.004461187214613
2023-09-19 22:19:36,5034,30623,572,4,615,15311,4,0,0,0,0,0,0,0,0,0,0,0,0,2193,729,706,710,729,726,729,703,738,755,732,699,0,204,0,114,0,114,729,729,233,-256,47.656,36.5,43.812,44.687,-256,41.906,45.656,-256,4.757,4756,0.792,792,4.73,4755,0,0,0.704,704,0,0,10.995988551125148
2023-09-19 22:19:37,5035,30623,572,4,615,15311,4,1,2,0,0,0,0,0,0,0,0,0,0,2195,729,728,729,728,729,729,771,728,729,729,728,0,204,0,114,0,114,729,729,233,-256,47.468,36.75,43.781,44.75,-256,42.125,45.718,-256,4.755,4756,0.792,792,4.73,4750,0,0,0.704,704,0,0,10.990583570733115
2023-09-19 22:19:38,5035,30623,572,4,615,15311,4,1,0,0,0,0,0,0,0,0,0,0,0,2194,729,734,729,729,729,729,730,729,728,729,701,0,204,0,114,0,114,729,729,233,-256,47.531,36.5,43.718,44.781,-256,42.031,45.937,-256,4.757,4756,0.792,792,4.73,4746,0,0,0.704,704,0,0,10.988005151011333
2023-09-19 22:19:39,5035,30623,572,4,615,15311,4,0,0,0,0,0,0,0,0,0,0,0,0,2197,728,729,729,729,720,730,729,730,729,730,729,0,204,0,114,0,114,729,729,233,-256,47.343,36.5,43.656,44.656,-256,41.937,45.625,-256,4.757,4756,0.792,792,4.73,4744,0,0,0.704,704,0,0,10.986368849219259
2023-09-19 22:19:41,5035,30623,572,4,615,15311,4,1,0,0,0,0,0,0,0,0,0,0,0,2149,729,728,730,729,714,730,729,729,728,725,722,0,204,0,114,0,114,729,729,233,-256,47.531,36.5,43.718,44.687,-256,41.75,45.781,-256,4.757,4756,0.792,792,4.73,4742,0,0,0.704,704,0,0,10.985296368048207
2023-09-19 22:19:42,5034,30623,572,4,615,15311,4,2,0,6,0,1,1,0,0,0,0,0,0,730,729,730,728,727,708,729,729,731,728,719,729,0,204,0,114,0,114,729,729,233,-256,47.656,36.75,43.625,44.593,-256,41.656,45.625,-256,4.755,4756,0.792,792,4.73,4741,0,0,0.704,704,0,0,10.983953258311264
2023-09-19 22:19:43,5034,30623,572,4,615,15311,4,0,0,0,0,0,0,0,0,0,0,0,0,2199,762,729,730,728,730,729,729,748,729,729,729,0,204,0,114,0,114,729,729,233,-256,47.375,36.5,43.75,44.593,-256,41.75,45.75,-256,4.757,4756,0.792,792,4.73,4740,0,0,0.704,704,0,0,10.983658967840483
