seconds,VDD_GPU_SOC_current,VDD_CPU_CV_current,VIN_SYS_5V0_current,VDDQ_VDD2_1V8AO_current,tegra,load_avg_1minute,cpu_pct,cpu_pct_process
80373,4.757,0.792,4.83,0.704,11.083,3.53,,0.0
80374,4.757,0.792,4.73,0.704,11.024176470588236,3.53,,0.0
80375,4.755,0.792,4.73,0.704,11.004461187214613,3.53,,0.0
80376,4.757,0.792,4.73,0.704,10.995988551125148,3.53,0.0,0.0
80377,4.755,0.792,4.73,0.704,10.990583570733115,3.53,0.0,0.0
80378,4.757,0.792,4.73,0.704,10.988005151011333,3.4633333333333334,,0.0
80379,4.757,0.792,4.73,0.704,10.986368849219259,3.3966666666666665,,0.0
80381,4.757,0.792,4.73,0.704,10.985296368048207,3.33,0.0,0.0
80382,4.755,0.792,4.73,0.704,10.983953258311264,3.33,0.0,0.0
80383,4.757,0.792,4.73,0.704,10.983658967840483,3.2825,,0.0
80384,4.757,0.792,4.73,0.704,10.983457289651575,3.2350000000000003,,0.0
80385,4.757,0.792,4.73,0.704,10.983318177261557,3.1875,,0.0
80386,4.755,0.792,4.73,0.704,10.982615919981802,3.14,0.0,0.0
80387,4.755,0.792,4.73,0.704,10.982127833673303,3.14,0.0,0.0
80388,4.755,0.792,4.73,0.704,10.981787869570825,3.0975,,0.0
80389,4.755,0.792,4.73,0.704,10.981550720583996,3.055,,0.0
80390,4.755,0.792,4.73,0.704,10.981385119169376,3.0125,,0.0
80391,4.755,0.792,4.73,0.704,10.981269394971706,2.97,0.0,0.0
80392,4.755,0.792,4.73,0.704,10.981188484250913,2.97,0.0,0.0
80393,4.755,0.792,4.73,0.704,10.981131893820852,2.93,,0.0
80394,4.755,0.792,4.73,0.704,10.98109230356162,2.89,,0.0
80395,4.757,0.792,4.73,0.704,10.981664836343208,2.85,,0.0
80396,4.755,0.792,4.73,0.704,10.981465330838088,2.81,0.0,0.0
80397,4.755,0.792,4.73,0.704,10.981325704836943,2.81,0.0,0.0
80398,4.755,0.792,4.73,0.704,10.981227980280327,2.763333333333333,,0.0
80399,4.755,0.792,4.73,0.704,10.981159579775147,2.716666666666667,,0.0
80401,4.755,0.792,5.032,0.704,11.071717656627763,2.67,0.0,0.0
80402,4.755,0.792,5.14,0.704,11.167506765809492,2.67,0.0,0.0
80403,4.755,0.792,5.132,0.704,11.232156817737387,2.635,,0.0
80404,4.755,0.792,5.032,0.704,11.247410116215457,2.5999999999999996,,0.0
80405,4.755,0.792,5.04,0.704,11.260487287676392,2.565,,0.0
80406,4.755,0.792,5.032,0.704,11.267241175965287,2.53,0.0,0.0
80407,4.755,0.792,5.032,0.704,11.271968859725396,2.53,0.0,0.0
80408,4.755,0.792,5.14,0.704,11.307678395056913,2.5,,0.0
80409,4.755,0.792,4.73,0.704,11.209674505282786,2.4699999999999998,,0.0
80410,4.755,0.792,4.73,0.704,11.141071971782496,2.44,,0.0
80411,4.757,0.792,4.83,0.704,11.123650347909527,2.41,0.0,0.0
80412,4.757,0.792,4.73,0.704,11.081455188710468,2.41,0.0,0.0
80413,4.757,0.792,4.73,0.704,11.051918605232514,2.3825000000000003,,0.0
80414,4.757,0.792,4.73,0.704,11.03124301049901,2.355,,0.0
80415,4.757,0.792,4.73,0.704,11.016770100899071,2.3274999999999997,,0.0
80416,4.757,0.792,4.73,0.704,11.006639067468738,2.3,0.0,0.0
80417,4.757,0.792,4.73,0.704,10.999547345679417,2.3,0.0,0.0
80418,4.757,0.792,4.73,0.704,10.99458314121673,2.263333333333333,,0.0
80420,4.755,0.792,4.73,0.704,10.990508198415663,2.2266666666666666,,0.0
80421,4.757,0.792,4.73,0.704,10.988255738722245,2.19,0.0,0.0
80422,4.757,0.792,4.73,0.704,10.9866790170229,2.19,0.0,0.0
80423,4.757,0.792,4.73,0.704,10.98557531187552,2.1675,,0.0
80424,4.757,0.792,4.73,0.704,10.984802718293015,2.145,,0.0
80425,4.757,0.792,4.73,0.704,10.984261902795383,2.1225,,0.0
80426,4.757,0.792,4.73,0.704,10.983883331952002,2.1,0.0,0.0
80427,4.757,0.792,4.83,0.704,11.01361833262844,2.1,0.0,0.0
80428,4.757,0.792,4.83,0.704,11.034432832968307,2.0775,,0.0
80429,4.755,0.792,4.73,0.704,11.018402983008597,2.0549999999999997,,0.0
80430,4.755,0.792,4.73,0.704,11.007182088072101,2.0324999999999998,,0.0
80431,4.755,0.792,4.83,0.704,11.029327461697328,2.01,0.0,0.0
80432,4.755,0.792,4.83,0.704,11.04482922321109,2.01,0.0,0.0
80433,4.755,0.792,4.73,0.704,11.025680456227912,1.9899999999999998,,0.0
80434,5.154,1.981,5.14,0.905,11.671976319828584,1.9699999999999998,,0.0
80435,5.152,2.773,5.443,1.006,12.482583424291816,1.95,,0.0
80436,5.152,2.376,5.544,1.107,12.991508397185253,1.93,4.0,0.0
80437,5.55,3.963,5.745,1.308,14.063855878296618,1.93,4.0,0.0
80438,5.55,5.152,5.846,1.308,15.201499115005868,1.99,,0.0
80439,5.548,5.546,5.947,1.408,16.175749380622943,2.05,,0.0
80440,5.548,5.546,5.846,1.308,16.79742456648914,2.11,,0.0
80441,5.548,5.942,5.947,1.408,17.411697196579116,2.17,25.0,0.0
80442,5.152,3.961,5.745,1.308,17.037988037589745,2.17,25.0,0.0
80443,5.55,5.152,5.846,1.408,17.31339162632089,2.2275,,0.0
80444,5.548,5.942,5.846,1.408,17.74257413843342,2.285,,0.0
80445,5.548,4.753,5.947,1.408,17.716601896903022,2.3425,,0.0
80447,5.548,5.15,5.846,1.408,17.787221327832825,2.4,25.0,0.0
80448,5.548,6.338,5.745,1.308,18.132754929485408,2.4524999999999997,,0.0
80449,5.548,7.527,5.846,1.31,18.762228450642883,2.505,,0.0
80450,5.548,7.527,5.846,1.308,19.20225991545153,2.5575,,0.0
80451,5.548,7.923,5.947,1.408,19.68938194081725,2.61,32.0,0.0
80452,5.152,7.527,5.544,1.107,19.581567358571892,2.61,32.0,0.0
80453,5.548,7.527,5.947,1.408,19.836097151000626,2.6375,,0.0
80454,5.152,7.527,5.644,1.207,19.744268005700363,2.665,,0.0
80455,5.152,7.13,5.544,1.107,19.500887603990112,2.6925,,0.0
80456,5.548,5.942,5.947,1.408,19.304121322792998,2.72,29.0,0.0
80457,5.548,5.942,5.846,1.308,19.10608492595504,2.72,29.0,0.0
80458,5.152,6.338,5.745,1.207,18.90685944816849,2.745,,0.0
80459,5.154,5.942,5.644,1.207,18.618901613717902,2.77,,0.0
80460,5.154,5.942,5.644,1.207,18.417331129602513,2.795,,0.0
80461,5.548,7.13,6.048,1.509,18.962631790721797,2.82,31.0,0.0
80462,5.548,7.527,6.048,1.509,19.46344225350528,2.82,31.0,0.0
80463,5.548,7.527,5.947,1.408,19.753409577453702,2.8649999999999998,,0.0
80464,5.548,7.923,5.947,1.408,20.0751867042176,2.91,,0.0
80465,5.152,7.923,5.443,1.006,19.909830692952315,2.955,,0.0
80466,5.548,7.13,5.947,1.408,19.946781485066623,3.0,31.0,0.0
80467,5.548,7.527,5.947,1.408,20.09174703954664,3.0,31.0,0.0
80468,5.548,5.942,5.745,1.308,19.627122927682645,3.04,,0.0
80469,5.548,6.338,5.745,1.308,19.420686049377853,3.08,,0.0
80470,5.152,6.338,5.745,1.308,19.157380234564496,3.12,,0.0
80471,5.548,4.753,5.947,1.408,18.706966164195144,3.16,28.0,0.0
80472,5.548,5.942,5.947,1.408,18.748376314936603,3.16,28.0,0.0
80473,5.548,5.15,5.745,1.308,18.449163420455623,3.2175000000000002,,0.0
80474,5.548,6.338,5.846,1.308,18.626414394318935,3.2750000000000004,,0.0
80475,5.154,6.338,5.644,1.207,18.541390076023255,3.3325,,0.0
80476,5.152,6.338,5.644,1.207,18.481273053216277,3.39,29.0,0.0
80477,5.548,6.338,5.745,1.308,18.618591137251396,3.39,29.0,0.0
80478,5.55,5.546,5.745,1.308,18.477713796075978,3.4225000000000003,,0.0
80479,5.55,6.338,5.745,1.308,18.616699657253182,3.455,,0.0
80480,5.55,7.133,5.846,1.308,18.982789760077228,3.4875,,0.0
80481,5.154,6.734,5.745,1.308,18.97025283205406,3.52,29.0,0.0
80482,5.548,7.13,5.846,1.408,19.258776982437844,3.52,29.0,0.0
80483,5.548,6.734,5.947,1.408,19.372243887706492,3.5275,,0.0
80484,5.548,5.546,6.048,1.509,19.155870721394546,3.535,,0.0
80485,5.548,5.942,6.048,1.509,19.123209504976185,3.5425,,0.0
80486,5.548,6.338,6.048,1.509,19.21914665348333,3.55,28.0,0.0
80488,5.548,6.338,5.846,1.408,19.195402657438333,3.58,,0.0
80489,5.548,5.942,5.745,1.308,18.999681860206834,3.61,,0.0
80490,5.548,6.338,5.846,1.308,19.011777302144786,3.6399999999999997,,0.0
80491,5.548,5.546,5.947,1.408,18.84294411150135,3.67,29.0,0.0
80492,5.548,5.15,5.947,1.408,18.605960878050947,3.67,29.0,0.0
80493,5.152,5.942,5.644,1.207,18.40767261463566,3.6975,,0.0
80494,5.152,6.338,5.745,1.207,18.417970830244965,3.7249999999999996,,0.0
80495,5.548,7.13,5.846,1.308,18.842179581171475,3.7525,,0.0
80496,5.548,6.338,5.745,1.207,18.84092570682003,3.78,30.0,0.0
80497,5.548,6.734,6.048,1.509,19.14034799477402,3.78,30.0,0.0
80498,5.55,5.942,6.048,1.509,19.112943596341815,3.8049999999999997,,0.0
80499,5.548,5.942,6.35,1.61,19.214060517439272,3.83,,0.0
80500,5.548,6.734,5.846,1.308,19.28064236220749,3.855,,0.0
80501,5.152,6.338,5.745,1.308,19.059349653545244,3.88,30.0,0.0
80502,5.548,7.13,5.846,1.308,19.29114475748167,3.88,30.0,0.0
80503,5.154,5.942,5.644,1.207,18.88790133023717,3.8825,,0.0
80504,5.548,5.942,5.846,1.308,18.814730931166018,3.885,,0.0
80505,5.548,6.338,5.947,1.408,18.94261165181621,3.8875,,0.0
80506,5.548,5.15,5.745,1.308,18.58512815627135,3.89,29.0,0.0
80507,5.548,5.546,5.745,1.308,18.453689709389945,3.89,29.0,0.0
80508,5.548,5.546,5.846,1.408,18.421982796572962,3.91,,0.0
80509,5.548,5.15,5.846,1.408,18.280987957601074,3.93,,0.0
80510,5.548,5.15,5.846,1.408,18.182291570320753,3.95,,0.0
80511,5.548,5.942,5.947,1.408,18.38110409922453,3.97,29.0,0.0
80512,5.548,6.338,6.048,1.509,18.69967286945717,3.97,29.0,0.0
80513,5.55,6.737,6.048,1.509,19.04297100862002,3.9525,,0.0
80514,5.548,7.13,5.947,1.408,19.339979706034015,3.935,,0.0
80515,5.152,6.338,5.644,1.207,19.04028579422381,3.9175,,0.0
80516,5.548,7.13,5.947,1.408,19.33810005595667,3.9,31.0,0.0
80517,5.55,6.341,5.745,1.308,19.219870039169667,3.9,31.0,0.0
80518,5.55,6.737,5.947,1.408,19.34650902741877,3.9225,,0.0
80519,5.548,5.546,5.846,1.408,19.04695631919314,3.9450000000000003,,0.0
80520,5.548,4.753,5.846,1.408,18.599369423435196,3.9675000000000002,,0.0
80521,5.55,5.546,5.846,1.308,18.494558596404637,3.99,29.0,0.0
80522,5.152,6.338,5.644,1.207,18.448491017483246,3.99,29.0,0.0
