seconds,perf_rapl,energy_ram,retired_instructions,igpm,voltage,current,power_factor,discard,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,x_rest
81404,5.84,,,15.738,,,,,,,,,3.560822,2.37,2.0,3.0,9.898
81405,4.86,,,15.738,,,,,125882512490.0,3961390.0,0.033230249999999996,1.0,3.560822,2.37,2.0,3.0,10.878
81406,5.4,,,15.738,,,,,125886473880.0,5176260.0,0.049899683333333326,2.0,3.96139,2.37,0.0,2.6,10.338
81407,7.27,,,15.738,,,,,125891650140.0,4858614.0,0.06658268333333334,3.0,5.17626,2.37,0.0,2.3,8.468
81408,6.37,,,15.738,,,,,125896508754.0,4779813.0,0.08326718333333334,4.0,4.858614,2.26,1.0,2.2,9.367999999999999
81409,6.48,,,15.738,121.5,0.15632,0.8286,0.0,125901288567.0,4476041.0,0.09995175,5.0,4.779813,2.26,1.0,2.3,9.258
81410,6.1,,,16.508000000000003,121.49,0.16989,0.8259,0.0,125905764608.0,3771156.0,0.11661868333333333,6.0,4.476041,2.26,2.0,2.3,10.408000000000003
81411,5.12,,,16.392995086989195,121.48,0.25808,0.5999,0.0,125909535764.0,3737462.0,0.13330613333333333,7.0,3.771156,2.26,2.0,2.2,11.272995086989194
81412,5.07,,,16.63099555451886,121.47,0.28105,0.6009,0.0,125913273226.0,4504334.0,0.14997475000000002,8.0,3.737462,2.08,0.0,2.1,11.560995554518861
81413,6.19,,,16.185634994565003,121.48,0.28137,0.583,0.0,125917777560.0,3852326.0,0.1666501833333333,9.0,4.504334,2.08,0.0,2.0,9.995634994565002
81414,5.18,,,17.188525482703156,121.53,0.15121,0.7988,0.0,125921629886.0,3598702.0,0.18333543333333333,11.0,3.852326,2.08,2.0,2.0,12.008525482703156
81415,4.9,,,13.97343352497608,121.51,0.21081,0.4976,0.0,125925228588.0,3732408.0,0.2000229,12.0,3.598702,2.08,2.0,2.0,9.07343352497608
81416,5.07,,,16.001759198020498,121.45,0.26078,0.6811,0.0,125928960996.0,3615660.0,0.21668673333333333,13.0,3.732408,2.08,0.0,2.0,10.931759198020497
81417,4.92,,,15.556335843896168,121.48,0.24574,0.5967,0.0,125932576656.0,3314916.0,0.23336991666666668,14.0,3.61566,2.08,0.0,2.0,10.636335843896168
81418,4.49,,,15.065020037267878,121.5,0.23884,0.5922,0.0,125935891572.0,3920520.0,0.2500534833333333,15.0,3.314916,1.99,0.0,2.0,10.575020037267878
81419,5.36,,,14.606942615745982,121.49,0.22593,0.5936,0.0,125939812092.0,3539724.0,0.26673788333333337,16.0,3.92052,1.99,0.0,1.9,9.246942615745983
81420,4.8,,,14.01033043591343,121.52,0.22418,0.5291,0.0,125943351816.0,3390822.0,0.28342280000000003,17.0,3.539724,1.99,0.0,1.9,9.21033043591343
81421,4.61,,,13.962444434075923,121.54,0.2094,0.4084,0.0,125946742638.0,3954157.0,0.30010316666666664,18.0,3.390822,1.99,0.0,1.9,9.352444434075924
81422,5.5,,,15.9945200451678,121.5,0.22516,0.5557,0.0,125950696795.0,6393633.0,0.31678515,19.0,3.954157,1.83,0.0,1.9,10.4945200451678
81423,8.55,,,15.807528432037335,121.49,0.14994,0.8193,0.0,125957090428.0,3843740.0,0.33346795,20.0,6.393633,1.83,0.0,1.9,7.2575284320373346
81424,5.23,,,17.040308377810288,121.5,0.24206,0.5945,0.0,125960934168.0,3549324.0,0.35014686666666667,21.0,3.84374,1.83,3.0,1.8,11.810308377810287
81425,4.82,,,16.578087541397185,121.5,0.18503,0.75,0.0,125964483492.0,3604825.0,0.36683709999999997,22.0,3.549324,1.83,3.0,1.8,11.758087541397185
81426,4.9,,,12.976085718474177,121.56,0.16797,0.4184,0.0,125968088317.0,3513275.0,0.38350328333333333,23.0,3.604825,1.83,0.0,1.8,8.076085718474177
81427,4.79,,,15.385213481040221,121.51,0.21505,0.5912,0.0,125971601592.0,3578340.0,0.4001857833333334,24.0,3.513275,1.83,0.0,1.8,10.595213481040222
81428,4.87,,,15.10996775679681,121.5,0.23029,0.5882,0.0,125975179932.0,3405745.0,0.4168673333333333,25.0,3.57834,1.77,0.0,1.8,10.239967756796808
81429,4.64,,,13.892791758405906,121.49,0.23756,0.5932,0.0,125978585677.0,3505591.0,0.43354955,26.0,3.405745,1.77,0.0,1.8,9.252791758405905
81430,4.74,,,13.874137901193254,121.54,0.1981,0.4852,0.0,125982091268.0,3469504.0,0.4502301166666667,27.0,3.505591,1.77,0.0,1.8,9.134137901193254
81431,4.72,,,14.302383910076523,121.53,0.20422,0.4779,0.0,125985560772.0,3653368.0,0.4669114,28.0,3.469504,1.77,0.0,1.8,9.582383910076523
