seconds,VDD_GPU_SOC_current,VDD_CPU_CV_current,VIN_SYS_5V0_current,VDDQ_VDD2_1V8AO_current,tegra,igpm,voltage,current,power_factor,discard,load_avg_1minute,cpu_pct,cpu_pct_process
81478,4.757,0.792,3.611,0.702,9.862,9.2643,,,,,4.89,,0.0
81479,4.757,0.792,4.019,0.803,10.161411764705882,9.2643,,,,,4.89,,0.0
81480,4.757,0.792,3.924,0.704,10.168529680365296,9.2643,,,,,4.89,3.0,0.0
81481,4.757,0.792,3.918,0.702,10.168715357283851,9.2643,122.24,0.1684,0.4501,0.0,4.89,3.0,0.0
81482,4.757,0.792,4.012,0.702,10.202715084201794,12.443405369442141,122.21,0.20862,0.5446,0.0,4.9525,,0.0
81483,4.757,1.188,4.012,0.702,10.357852296875052,13.183000979802463,122.12,0.22797,0.5772,0.0,5.015,,0.0
81484,4.757,1.188,4.119,0.802,10.52397775350552,12.877853420748082,122.15,0.22282,0.5819,0.0,5.0775,,0.0
81485,4.757,1.188,4.126,0.805,10.636044873932935,12.963678020529214,122.19,0.22713,0.5868,0.0,5.14,13.0,0.0
81486,4.757,1.585,4.126,0.904,10.866115595222167,12.33609996159986,122.22,0.21619,0.526,0.0,5.14,13.0,0.0
81487,4.757,0.792,3.717,0.702,10.588848816417283,12.877943255683974,122.21,0.22744,0.5711,0.0,5.057499999999999,,0.0
81488,4.757,0.792,3.711,0.702,10.397000707529113,12.6557460311485,122.2,0.22755,0.575,0.0,4.975,,0.0
81489,4.757,0.792,3.711,0.702,10.26466885205289,13.080205693573738,122.2,0.23142,0.5856,0.0,4.8925,,0.0
81490,4.757,0.792,3.611,0.702,10.142686319752874,12.496792174088116,122.2,0.20213,0.5842,0.0,4.81,2.0,0.0
81491,4.757,0.792,3.723,0.704,10.092338956392128,11.252510246451463,122.22,0.1697,0.4175,0.0,4.81,2.0,0.0
81492,4.757,0.792,3.717,0.803,10.08530386996897,10.680565748970986,122.26,0.15934,0.4058,0.0,4.7325,,0.0
81493,4.757,0.792,3.717,0.702,10.049995368480431,11.298705552209404,122.24,0.17325,0.4509,0.0,4.654999999999999,,0.0
81494,4.757,0.792,3.711,0.702,10.02353520351855,11.043583101511695,122.23,0.18013,0.4977,0.0,4.5775,,0.0
81496,4.757,0.792,3.711,0.702,10.005044532002055,11.538827132568422,122.23,0.1661,0.4147,0.0,4.5,1.0,0.0
81497,4.757,0.792,3.717,0.703,9.994218832299817,11.204081094488847,122.22,0.16222,0.41,0.0,4.51,,0.0
81498,4.757,0.792,3.723,0.704,9.988748817961463,11.340518270790765,122.23,0.15561,0.4021,0.0,4.52,,0.0
81499,4.757,0.792,3.717,0.702,9.982520693880078,10.75891283681277,122.24,0.17377,0.4293,0.0,4.53,,0.0
81500,4.757,0.792,3.711,0.702,9.976362077807378,11.31200069211968,122.18,0.21408,0.5244,0.0,4.54,1.0,0.0
81501,4.757,0.792,3.711,0.702,9.972052274926103,11.960700366178198,122.19,0.22165,0.5558,0.0,4.54,1.0,0.0
81502,4.757,0.792,3.711,0.702,9.9690360145894,11.377421277919328,122.2,0.18737,0.4547,0.0,4.47,,0.0
81503,4.757,0.792,3.723,0.704,9.971125490425628,11.230552948828427,122.24,0.15909,0.4071,0.0,4.4,,0.0
81504,4.757,0.792,3.717,0.703,9.970487783433322,14.39385626301372,122.21,0.13058,0.7361,0.0,4.33,,0.0
81505,4.757,0.792,3.611,0.702,9.937939309566216,11.13229918874959,122.25,0.16392,0.4095,0.0,4.26,1.0,0.0
81507,4.757,0.792,3.711,0.702,9.945157848739434,11.565892606976028,122.2,0.1718,0.447,0.0,4.195,,0.0
81508,4.757,0.792,3.611,0.702,9.920209690810431,11.001437514934942,122.23,0.162,0.4074,0.0,4.13,,0.0
81509,4.757,0.792,3.617,0.703,9.904846437289702,11.161467947335879,122.21,0.16493,0.4139,0.0,4.0649999999999995,,0.0
81510,4.757,0.792,3.623,0.704,9.896192369562907,11.321726354155343,122.24,0.16713,0.414,0.0,4.0,1.0,0.0
81511,4.757,0.792,3.617,0.702,9.887734565283704,12.817184397632698,122.19,0.21545,0.5178,0.0,4.0,1.0,0.0
81512,4.757,0.792,3.611,0.702,9.880014136012004,11.691365883871612,122.22,0.20056,0.4793,0.0,3.94,,0.0
81513,4.757,0.792,3.611,0.702,9.874609865962139,11.654477048717576,122.26,0.16501,0.4094,0.0,3.88,,0.0
81514,4.757,0.792,3.611,0.702,9.870826891842883,11.38864243939709,122.25,0.16525,0.4087,0.0,3.82,,0.0
81515,4.757,0.792,3.723,0.703,9.902078907161949,11.119230649699242,122.29,0.15961,0.4099,0.0,3.76,1.0,0.0
81516,4.757,0.792,3.717,0.703,9.922155272279346,13.58226837899279,122.2,0.22732,0.5894,0.0,3.76,1.0,0.0
81517,4.757,0.792,3.717,0.702,9.935908708466044,12.698603167796167,122.21,0.21699,0.5687,0.0,3.705,,0.0
81518,4.757,0.792,3.611,0.702,9.913736075759253,12.589296690587858,122.22,0.22191,0.5782,0.0,3.65,,0.0
81519,4.757,0.792,3.611,0.702,9.898215243149664,11.072887765410144,122.22,0.18693,0.5153,0.0,3.5949999999999998,,0.0
81520,4.757,0.792,3.711,0.702,9.917350678732978,10.283356852474974,122.27,0.17033,0.446,0.0,3.54,1.0,0.0
81522,4.757,0.792,3.723,0.704,9.934945480602195,13.968314576265048,122.23,0.24343,0.6097,0.0,3.5475,,0.0
81523,4.757,0.792,3.617,0.703,9.915161832101154,11.829590329761237,122.31,0.16374,0.4078,0.0,3.5549999999999997,,0.0
81524,4.757,0.792,3.611,0.702,9.8992132800328,11.599105038175674,122.28,0.1647,0.4086,0.0,3.5625,,0.0
81525,4.757,0.792,3.611,0.702,9.888049294828336,11.15326601966598,122.3,0.16472,0.4154,0.0,3.57,1.0,0.0
81526,4.757,0.792,3.611,0.702,9.880234505794471,21.3187783713218,122.12,0.36781,0.7918,0.0,3.57,1.0,0.0
81527,4.757,0.792,3.617,0.703,9.87686415387941,12.988255966954364,122.32,0.17296,0.455,0.0,3.52,,0.0
81528,4.757,0.792,3.623,0.704,9.87660490770607,11.060846457665741,122.33,0.16726,0.4114,0.0,3.4699999999999998,,0.0
81529,4.757,0.792,3.611,0.702,9.87222343528168,11.395235734485544,122.33,0.16062,0.4169,0.0,3.42,,0.0
81530,4.757,0.792,3.611,0.702,9.869156404642016,11.002195199849977,122.34,0.16368,0.4229,0.0,3.37,1.0,0.0
81531,4.757,0.792,3.611,0.702,9.867009483222384,12.069520367483978,122.26,0.2114,0.5525,0.0,3.37,1.0,0.0
81532,4.755,1.188,3.711,0.802,10.043706639812807,12.674949710232902,122.3,0.22658,0.564,0.0,3.3225000000000002,,0.0
81533,4.757,0.792,3.623,0.703,9.993094647556752,11.85591298542692,122.33,0.18158,0.4399,0.0,3.2750000000000004,,0.0
81534,4.757,0.792,3.617,0.703,9.955866253128969,11.340031607801004,122.33,0.16297,0.4097,0.0,3.2275,,0.0
81535,4.757,0.792,3.617,0.702,9.929506377110602,10.84108508903302,122.33,0.16122,0.4102,0.0,3.18,1.0,0.0
81537,4.757,0.792,3.611,0.702,9.909254463934571,11.229801300863429,122.33,0.1609,0.4316,0.0,3.1750000000000003,,0.0
81538,4.757,0.792,3.611,0.702,9.895078124733203,11.12666499233731,122.22,0.165,0.408,0.0,3.17,,0.0
81539,4.757,0.792,3.617,0.703,9.88725468730513,11.512010664660188,122.18,0.16267,0.411,0.0,3.165,,0.0
81540,4.757,1.585,4.126,0.905,10.332978281437073,10.711319660584909,122.24,0.16318,0.4101,0.0,3.16,3.0,0.0
81541,4.757,2.774,4.32,1.004,11.089584797390325,10.855371620506437,122.22,0.16092,0.4137,0.0,3.16,3.0,0.0
81542,5.154,3.565,4.421,1.105,12.036209358509861,11.073396226083597,122.22,0.16179,0.4119,0.0,3.1975000000000002,,0.0
81543,4.757,2.377,4.119,1.003,12.102146550973318,12.920501133882672,122.14,0.21829,0.5715,0.0,3.2350000000000003,,0.0
81544,5.154,5.152,4.622,1.205,13.311402585892038,11.68647130224523,122.15,0.20397,0.5488,0.0,3.2725,,0.0
81545,5.154,3.963,4.428,1.105,13.71298181017341,10.27135059966908,122.19,0.16626,0.4548,0.0,3.31,17.0,0.0
81546,5.154,3.566,4.528,1.207,13.935587267140393,11.843049408980546,122.13,0.22596,0.5592,0.0,3.31,17.0,0.0
81547,5.154,3.566,4.32,1.105,13.99841108700203,12.564864663096229,122.15,0.22487,0.5709,0.0,3.385,,0.0
81548,5.154,3.17,4.421,1.105,13.953887760899557,12.749890115609405,122.14,0.22895,0.5809,0.0,3.46,,0.0
81549,5.154,3.17,4.22,1.003,13.831821432626114,13.01119474675782,122.14,0.2269,0.5864,0.0,3.535,,0.0
81550,5.154,2.774,4.32,1.003,13.657575002834708,12.216304908696552,122.21,0.19643,0.5732,0.0,3.61,15.0,0.0
81551,5.154,2.774,4.226,1.006,13.508302501982152,11.279851208578041,122.21,0.1631,0.411,0.0,3.61,15.0,0.0
81552,4.757,1.188,3.717,0.803,12.595311751378336,11.379225575179587,122.22,0.16389,0.4129,0.0,3.5575,,0.0
81553,4.757,0.792,3.711,0.702,11.80531822595928,13.687093360600619,122.19,0.13475,0.7786,0.0,3.505,,0.0
81554,4.757,0.792,3.611,0.702,11.222322758168627,12.260008215880207,122.19,0.22094,0.545,0.0,3.4524999999999997,,0.0
81555,4.757,0.792,3.711,0.702,10.844225930716735,12.84517192263284,122.2,0.22441,0.585,0.0,3.4,3.0,0.0
81556,4.757,0.792,3.611,0.702,10.549558151501003,12.016843518624144,122.23,0.16845,0.4127,0.0,3.4,3.0,0.0
81558,4.757,1.585,3.924,0.905,10.735990706051016,11.205813371010082,122.25,0.16232,0.4118,0.0,3.36,,0.0
81559,4.757,2.377,4.22,1.004,11.222593494236285,10.817750090379521,122.25,0.16331,0.4155,0.0,3.32,,0.0
81560,4.757,2.377,4.22,1.003,11.562915445965682,10.602425096700124,122.26,0.16348,0.4123,0.0,3.28,5.0,0.0
81561,4.757,1.585,3.918,0.802,11.41264081217589,10.852512965717697,122.25,0.16539,0.4134,0.0,3.28,5.0,0.0
81562,4.757,0.792,3.711,0.802,11.007448568522959,11.027543663068819,122.25,0.16254,0.4074,0.0,3.255,,0.0
81563,4.757,2.377,4.119,0.904,11.352313997966169,13.565202233502824,122.28,0.13467,0.7799,0.0,3.23,,0.0
81564,4.757,2.377,4.226,1.006,11.65641979857638,13.126818156264028,122.24,0.22159,0.5489,0.0,3.205,,0.0
81565,4.757,1.981,4.119,1.004,11.717793859003475,12.119490159318993,122.26,0.21582,0.51,0.0,3.18,7.0,0.0
81566,4.757,2.377,4.22,1.003,11.909555701302452,11.32295212725249,122.27,0.20477,0.4868,0.0,3.18,7.0,0.0
