,timestamp,ram_used_mb,ram_size_mb,largest_free_blocks,lfb_size_mb,swap_mb,swap_size_mb,cached_mb,cpu_0_load,cpu_1_load,cpu_2_load,cpu_3_load,cpu_4_load,cpu_5_load,cpu_6_load,cpu_7_load,cpu_8_load,cpu_9_load,cpu_10_load,cpu_11_load,cpu_0_freq,cpu_1_freq,cpu_2_freq,cpu_3_freq,cpu_4_freq,cpu_5_freq,cpu_6_freq,cpu_7_freq,cpu_8_freq,cpu_9_freq,cpu_10_freq,cpu_11_freq,EMC_%bandwidth,EMC_freq_mhz,gr3d_%bandwidth,gr3d_freq_mhz,gr3d2_%bandwidth,gr3d2_freq_mhz,nvjpg1,vic_freq,ape,CV0,CPU,Tdiode,SOC2,SOC0,CV1,GPU,SOC1,CV2,VDD_GPU_SOC_current,VDD_GPU_SOC_avg,VDD_CPU_CV_current,VDD_CPU_CV_avg,VIN_SYS_5V0_current,VIN_SYS_5V0_avg,NC_current,NC_avg,VDDQ_VDD2_1V8AO_current,VDDQ_VDD2_1V8AO_avg,NC_current,NC_avg
0,2023-08-06 20:54:02,2254,30623,5758,4,0,15311,0,4,0,0,0,1,0,0,0,0,1,3,0,734,729,730,727,704,723,729,715,729,730,730,729,8,204,0,114,0,114,729,729,233,-256,47.625,36.75,43.75,44.656,-256,42.218,44.156,-256,4757,4757,792,792,3711,3711,0,0,702,702,0,0
1,2023-08-06 20:54:03,2254,30623,5758,4,0,15311,0,2,0,0,0,1,0,1,1,1,0,0,0,2194,729,726,729,742,729,729,732,730,727,729,735,3,204,0,114,0,114,729,729,233,-256,47.687,36.5,43.875,44.656,-256,42.25,44.25,-256,4757,4757,792,792,3617,3664,0,0,703,702,0,0
2,2023-08-06 20:54:04,2251,30623,5758,4,0,15311,0,2,0,0,0,2,1,0,0,1,0,2,0,710,729,729,746,730,736,711,730,735,729,699,729,2,204,0,114,0,114,729,729,233,-256,47.625,36.75,43.812,44.687,-256,41.937,44.218,-256,4361,4625,792,792,3522,3616,0,0,704,703,0,0
3,2023-08-06 20:54:05,2251,30623,5758,4,0,15311,0,2,0,2,0,0,0,0,0,1,0,4,0,729,729,729,729,711,729,729,730,729,730,729,730,1,204,0,114,0,114,729,729,233,-256,47.718,36.5,43.625,44.468,-256,42.093,43.968,-256,4757,4658,792,792,3617,3616,0,0,702,702,0,0
4,2023-08-06 20:54:06,2251,30623,5758,4,0,15311,0,2,0,4,1,0,0,0,1,2,0,3,0,729,729,742,729,729,739,728,734,1788,1709,1710,1763,0,204,0,114,0,114,729,729,233,-256,47.656,36.5,43.718,44.468,-256,41.875,43.968,-256,4757,4677,792,792,3611,3615,0,0,702,702,0,0
5,2023-08-06 20:54:07,2251,30623,5758,4,0,15311,0,1,0,0,0,2,0,0,0,0,1,0,0,728,729,730,729,730,729,730,730,729,729,731,729,0,204,0,114,0,114,729,729,233,-256,47.437,36.75,43.75,44.468,-256,42.062,44,-256,4757,4691,792,792,3611,3614,0,0,702,702,0,0
6,2023-08-06 20:54:08,2251,30623,5758,4,0,15311,0,1,1,1,0,0,0,0,0,1,0,3,0,729,729,730,727,729,729,734,729,745,730,728,729,0,204,0,114,0,114,729,729,233,-256,47.375,36.5,43.531,44.437,-256,41.812,44,-256,4361,4643,792,792,3511,3600,0,0,702,702,0,0
7,2023-08-06 20:54:09,2249,30623,5758,4,0,15311,0,3,0,0,0,0,1,0,0,0,2,2,6,729,730,729,728,739,728,730,735,730,728,729,729,1,204,0,114,0,114,729,729,233,-256,47.468,36.5,43.625,44.406,-256,41.875,43.906,-256,4757,4658,792,792,3717,3614,0,0,703,702,0,0
8,2023-08-06 20:54:11,2250,30623,5758,4,0,15311,0,2,0,0,0,1,0,0,0,0,1,0,0,2186,729,729,729,729,729,729,709,729,730,729,729,0,204,0,114,0,114,729,729,233,-256,47.406,36.5,43.625,44.5,-256,41.75,44.062,-256,4757,4669,792,792,3617,3614,0,0,703,702,0,0
9,2023-08-06 20:54:12,2250,30623,5758,4,0,15311,0,3,1,1,0,0,0,1,1,0,0,3,0,766,730,729,715,728,718,736,729,726,716,742,730,0,204,0,114,0,114,729,729,233,-256,47.437,36.5,43.531,44.437,-256,41.906,43.968,-256,4757,4677,792,792,3611,3614,0,0,702,702,0,0
